tags,description.sold_price,description.baths,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,property.sqft,property_age
"['central_air', 'dining_room', 'disability_features', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'master_bedroom', 'ensuite', 'maintenance']",295000.0,3.0,1.0,2.0,3.0,townhomes,17112,-76.821034,40.350224,Harrisburg,PA,2688.0,12.0
"['dining_room', 'hardwood_floors', 'basement']",106000.0,0.0,0.0,0.0,3.0,multi_family,17104,-76.869911,40.259374,Harrisburg,PA,871.0,125.0
"['disability_features', 'basement', 'two_or_more_stories']",10000.0,6.0,0.0,3.0,5.0,townhomes,17104,-76.866553,40.263267,Harrisburg,PA,871.0,125.0
"['forced_air', 'basement', 'two_or_more_stories', 'rental_property', 'investment_opportunity', 'shopping']",71500.0,1.0,0.0,3.0,4.0,townhomes,17104,-76.864711,40.259111,Harrisburg,PA,871.0,125.0
"['central_air', 'disability_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'basement', 'single_story', 'private_parking']",100000.0,1.0,0.0,1.0,2.0,single_family,17103,-76.850466,40.279397,Harrisburg,PA,3920.0,85.0
"['central_air', 'dining_room', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'vaulted_ceiling', 'efficient', 'shopping']",208000.0,1.0,0.0,2.0,3.0,single_family,17109,-76.847002,40.290513,Harrisburg,PA,8712.0,68.0
"['central_air', 'dining_room', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'gourmet_kitchen', 'high_ceiling', 'efficient', 'farm']",346000.0,3.0,2.0,2.0,3.0,townhomes,17112,-76.832394,40.328954,Harrisburg,PA,2370.0,6.0
"['family_room', 'fireplace', 'washer_dryer', 'swimming_pool', 'basement', 'two_or_more_stories', 'basketball_court', 'big_lot', 'water_view', 'basketball', 'fixer_upper']",219900.0,2.0,0.0,2.0,4.0,single_family,17112,-76.788065,40.338952,Harrisburg,PA,29621.0,150.0
"['forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'rental_property', 'groundscare', 'fixer_upper']",195000.0,1.0,0.0,2.0,4.0,single_family,17112,-76.785974,40.335667,Harrisburg,PA,13504.0,87.0
"['central_air', 'central_heat', 'disability_features', 'basement', 'single_story', 'big_yard', 'open_floor_plan', 'floor_plan', 'no_hoa', 'shopping']",270000.0,2.0,0.0,1.0,3.0,single_family,17111,-76.7735,40.27388,Harrisburg,PA,8276.0,60.0
"['central_air', 'dining_room', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'two_or_more_stories', 'mountain_view', 'views', 'maintenance']",180000.0,3.0,0.0,2.0,3.0,condos,17110,-76.85443,40.336429,Harrisburg,PA,1452.0,20.0
"['dining_room', 'dishwasher', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'corner_lot', 'big_lot', 'groundscare']",232000.0,2.0,1.0,2.0,3.0,single_family,17109,-76.808913,40.305444,Harrisburg,PA,27007.0,102.0
"['basement', 'two_or_more_stories', 'playground']",58000.0,1.0,0.0,2.0,2.0,townhomes,17103,-76.864906,40.274787,Harrisburg,PA,2178.0,97.0
"['central_air', 'disability_features', 'basement', 'single_story', 'garage_1_or_more', 'farm', 'ranch']",275000.0,3.0,1.0,1.0,3.0,single_family,17109,-76.807205,40.287463,Harrisburg,PA,9148.0,39.0
"['central_air', 'dining_room', 'dishwasher', 'forced_air', 'recreation_facilities', 'senior_community', 'washer_dryer', 'single_story', 'garage_1_or_more', 'floor_plan']",242000.0,2.0,1.0,1.0,2.0,condos,17111,-76.798939,40.27922,Harrisburg,PA,1548.0,20.0
"['central_air', 'central_heat', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'new_roof', 'shopping']",241500.0,3.0,1.0,2.0,3.0,townhomes,17110,-76.857392,40.305236,Harrisburg,PA,2178.0,31.0
"['central_air', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'efficient']",350000.0,3.0,2.0,2.0,3.0,single_family,17111,-76.835758,40.27108,Harrisburg,PA,13504.0,22.0
"['forced_air', 'basement', 'updated_kitchen']",274500.0,0.0,0.0,0.0,3.0,multi_family,17102,-76.88739,40.265533,Harrisburg,PA,1307.0,121.0
"['central_air', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'shopping']",107000.0,1.0,1.0,2.0,3.0,townhomes,17104,-76.846199,40.263799,Harrisburg,PA,871.0,72.0
"['central_air', 'forced_air', 'basement', 'single_story', 'modern_kitchen', 'white_kitchen', 'new_roof']",237000.0,2.0,0.0,1.0,3.0,single_family,17109,-76.804792,40.29219,Harrisburg,PA,6098.0,67.0
"['carport', 'central_air', 'dishwasher', 'fireplace', 'forced_air', 'view', 'water_view', 'basement', 'two_or_more_stories', 'updated_kitchen', 'master_bathroom', 'master_bedroom', 'first_floor_master_bedroom', 'new_roof', 'views', 'shopping']",305000.0,2.0,0.0,3.0,4.0,single_family,17109,-76.830618,40.277824,Harrisburg,PA,16553.0,105.0
"['central_air', 'disability_features', 'fireplace', 'forced_air', 'recreation_facilities', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'maintenance']",229000.0,2.0,2.0,1.0,2.0,condos,17110,-76.87315,40.330519,Harrisburg,PA,3920.0,26.0
"['basement', 'rental_property', 'investment_opportunity']",225000.0,0.0,0.0,0.0,4.0,multi_family,17103,-76.871181,40.275257,Harrisburg,PA,3049.0,98.0
['forced_air'],200000.0,0.0,0.0,0.0,4.0,multi_family,17104,-76.85725,40.26059,Harrisburg,PA,2178.0,112.0
"['central_air', 'forced_air', 'garage_1_or_more']",30000.0,0.0,1.0,0.0,3.0,multi_family,17103,-76.868684,40.270508,Harrisburg,PA,1742.0,125.0
"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'swimming_pool', 'cathedral_ceiling', 'mountain_view', 'trails', 'views', 'shopping']",427900.0,3.0,2.0,2.0,3.0,single_family,17112,-76.747548,40.347405,Harrisburg,PA,13504.0,16.0
['forced_air'],200000.0,0.0,0.0,0.0,4.0,multi_family,17104,-76.857225,40.260538,Harrisburg,PA,2178.0,112.0
"['fireplace', 'forced_air']",225000.0,0.0,0.0,0.0,4.0,multi_family,17110,-76.899749,40.283135,Harrisburg,PA,1307.0,125.0
"['central_air', 'fireplace', 'basement', 'single_story', 'farm', 'ranch']",225000.0,1.0,0.0,1.0,2.0,single_family,17112,-76.821554,40.312114,Harrisburg,PA,10454.0,74.0
"['carport', 'central_air', 'disability_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'big_yard', 'exposed_brick', 'farm', 'ranch']",283000.0,2.0,0.0,1.0,3.0,single_family,17109,-76.805588,40.289593,Harrisburg,PA,12632.0,70.0
"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'washer_dryer', 'single_story', 'open_floor_plan', 'floor_plan', 'corner_lot', 'farm', 'ranch', 'new_roof']",266900.0,2.0,0.0,1.0,3.0,single_family,17110,-76.898037,40.301429,Harrisburg,PA,11853.0,77.0
"['central_air', 'disability_features', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'high_ceiling', 'vaulted_ceiling', 'medicalcare']",497900.0,3.0,2.0,2.0,3.0,single_family,17112,-76.73381,40.326782,Harrisburg,PA,15246.0,2.0
"['central_air', 'dishwasher', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'master_bedroom', 'ensuite', 'new_roof']",260000.0,3.0,2.0,3.0,2.0,single_family,17110,-76.855844,40.311358,Harrisburg,PA,3049.0,38.0
"['central_air', 'disability_features', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'efficient', 'new_roof']",229995.0,3.0,2.0,2.0,3.0,single_family,17110,-76.855285,40.311652,Harrisburg,PA,3920.0,37.0
"['central_air', 'dining_room', 'disability_features', 'fireplace', 'forced_air', 'hardwood_floors', 'spa_or_hot_tub', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'high_ceiling', 'vaulted_ceiling', 'cathedral_ceiling', 'big_lot', 'ensuite', 'new_roof']",703125.0,4.0,2.0,4.0,4.0,single_family,17112,-76.845998,40.350596,Harrisburg,PA,42689.0,36.0
"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'cathedral_ceiling', 'open_floor_plan', 'floor_plan']",465000.0,3.0,2.0,2.0,3.0,single_family,17110,-76.863221,40.307146,Harrisburg,PA,9583.0,30.0
"['central_air', 'forced_air', 'view', 'water_view', 'basement', 'two_or_more_stories', 'waterfront', 'open_floor_plan', 'floor_plan', 'river_view', 'baseball']",230000.0,3.0,0.0,3.0,3.0,townhomes,17104,-76.87385,40.252188,Harrisburg,PA,1742.0,125.0
"['disability_features', 'dishwasher', 'washer_dryer', 'basement', 'two_or_more_stories', 'fenced_yard', 'front_porch', 'rental_property', 'efficient']",122500.0,1.0,0.0,2.0,3.0,townhomes,17104,-76.856037,40.253172,Harrisburg,PA,2178.0,102.0
"['central_air', 'dining_room', 'forced_air', 'spa_or_hot_tub', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'vaulted_ceiling', 'farm', 'shopping']",475000.0,4.0,2.0,2.0,4.0,single_family,17111,-76.78256,40.283005,Harrisburg,PA,20909.0,29.0
"['basement', 'two_or_more_stories', 'fenced_yard', 'front_porch']",125000.0,2.0,0.0,3.0,4.0,townhomes,17110,-76.89017,40.283661,Harrisburg,PA,1307.0,118.0
"['carport', 'central_air', 'disability_features', 'forced_air', 'basement', 'single_story', 'big_lot', 'farm', 'ranch', 'new_roof', 'groundscare']",210000.0,2.0,0.0,1.0,3.0,single_family,17112,-76.720677,40.334024,Harrisburg,PA,12197.0,66.0
"['central_air', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'big_yard', 'master_bedroom', 'solar_system']",385000.0,3.0,2.0,2.0,4.0,single_family,17110,-76.869454,40.332198,Harrisburg,PA,11326.0,38.0
"['forced_air', 'swimming_pool', 'basement', 'single_story', 'garage_1_or_more', 'farm', 'ranch']",370000.0,2.0,1.0,1.0,3.0,single_family,2909,-71.466333,41.814112,Providence,RI,6534.0,52.0
"['fireplace', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'clubhouse', 'shopping']",475000.0,3.0,4.0,2.0,6.0,multi_family,2909,-71.452638,41.806428,Providence,RI,4356.0,100.0
"['basement', 'two_or_more_stories', 'granite_kitchen', 'fenced_yard', 'rental_property', 'new_roof', 'golf_course']",475000.0,4.0,0.0,2.0,4.0,multi_family,2909,-71.462219,41.832352,Providence,RI,4356.0,50.0
"['community_security_features', 'corner_lot', 'fireplace', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'library', 'big_lot', 'ensuite']",2800000.0,7.0,2.0,3.0,5.0,single_family,2906,-71.3957,41.824826,Providence,RI,14893.0,93.0
"['basement', 'two_or_more_stories', 'lake']",570000.0,3.0,0.0,3.0,6.0,multi_family,2909,-71.45518,41.80814,Providence,RI,3920.0,105.0
"['central_heat', 'cul_de_sac', 'fireplace', 'forced_air', 'pets_allowed', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'big_bathroom', 'open_floor_plan', 'floor_plan', 'golf_course']",325000.0,2.0,1.0,2.0,2.0,condos,2904,-71.442619,41.875847,North Providence,RI,1445.0,41.0
"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'groundscare']",541000.0,3.0,2.0,2.0,5.0,single_family,2908,-71.447558,41.846038,Providence,RI,11500.0,98.0
"['basement', 'two_or_more_stories', 'groundscare', 'shopping']",315000.0,1.0,0.0,2.0,3.0,single_family,2907,-71.412028,41.794457,Providence,RI,1743.0,95.0
"['forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'new_roof']",395000.0,2.0,2.0,2.0,3.0,single_family,2908,-71.443846,41.836166,Providence,RI,6482.0,65.0
"['corner_lot', 'forced_air', 'basement', 'two_or_more_stories', 'efficient', 'medicalcare']",324000.0,2.0,0.0,2.0,3.0,single_family,2903,-71.417503,41.814981,Providence,RI,3825.0,24.0
"['basement', 'two_or_more_stories', 'medicalcare', 'shopping']",550000.0,3.0,0.0,3.0,7.0,multi_family,2905,-71.409111,41.800542,Providence,RI,3920.0,105.0
['basement'],960000.0,4.0,0.0,0.0,9.0,multi_family,2906,-71.391727,41.82111,Providence,RI,4278.0,95.0
"['forced_air', 'basement', 'two_or_more_stories', 'rental_property', 'investment_opportunity']",534000.0,3.0,0.0,3.0,7.0,multi_family,2908,-71.435925,41.830279,Providence,RI,3328.0,105.0
"['fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'big_yard', 'investment_opportunity', 'lake', 'fixer_upper']",440000.0,2.0,0.0,2.0,6.0,multi_family,2909,-71.455466,41.812222,Providence,RI,12632.0,85.0
"['community_security_features', 'fireplace', 'forced_air', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'exposed_brick', 'water_view', 'views']",2500000.0,5.0,2.0,2.0,3.0,single_family,2906,-71.407637,41.831511,Providence,RI,22394.0,51.0
"['community_outdoor_space', 'dining_room', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'two_or_more_stories', 'granite_kitchen', 'modern_kitchen', 'open_floor_plan', 'floor_plan', 'master_suite']",330000.0,2.0,2.0,0.0,3.0,single_family,2904,-71.415059,41.852331,Providence,RI,3400.0,171.0
"['community_security_features', 'fireplace', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'ensuite', 'shopping']",1410000.0,4.0,2.0,3.0,5.0,single_family,2906,-71.392467,41.835472,Providence,RI,6098.0,97.0
"['community_security_features', 'corner_lot', 'disability_features', 'fireplace', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'high_ceiling', 'floor_plan', 'ensuite', 'farm', 'ranch', 'shopping']",1325000.0,2.0,2.0,1.0,2.0,single_family,2906,-71.396824,41.83786,Providence,RI,7876.0,42.0
"['forced_air', 'pets_allowed', 'basement', 'single_story']",240000.0,2.0,0.0,1.0,1.0,condos,2903,-71.426197,41.82079,Providence,RI,727.0,169.0
"['fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_lot', 'groundscare', 'medicalcare', 'shopping']",412000.0,2.0,2.0,2.0,3.0,single_family,2908,-71.447365,41.845506,Providence,RI,11326.0,78.0
"['fireplace', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'jack_and_jill_bathroom']",2800000.0,5.0,2.0,3.0,6.0,single_family,2906,-71.396569,41.837295,Providence,RI,21366.0,96.0
"['basement', 'rental_property']",410000.0,3.0,0.0,0.0,5.0,multi_family,2904,-71.421401,41.857172,Providence,RI,3942.0,105.0
"['forced_air', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'fixer_upper']",485000.0,2.0,2.0,0.0,4.0,multi_family,2906,-71.40259,41.845781,Providence,RI,3920.0,145.0
"['forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard', 'front_porch', 'park', 'golf_course', 'shopping']",235001.0,2.0,1.0,2.0,3.0,single_family,2908,-71.441557,41.82816,Providence,RI,3598.0,102.0
"['basement', 'garage_1_or_more', 'garage_2_or_more', 'fixer_upper']",475000.0,3.0,2.0,0.0,5.0,multi_family,2903,-71.424482,41.82039,Providence,RI,3049.0,145.0
"['central_heat', 'forced_air', 'view', 'basement', 'two_or_more_stories', 'water_view', 'pond', 'views']",580000.0,3.0,0.0,3.0,6.0,multi_family,2904,-71.427261,41.860146,Providence,RI,7118.0,18.0
"['fireplace', 'basement', 'single_story', 'corner_lot', 'fixer_upper']",265000.0,2.0,0.0,1.0,3.0,single_family,2908,-71.446736,41.836837,Providence,RI,4051.0,72.0
"['forced_air', 'basement', 'two_or_more_stories', 'big_yard', 'big_bathroom', 'new_roof', 'shopping']",430000.0,2.0,0.0,2.0,4.0,multi_family,2908,-71.424266,41.84322,Providence,RI,3999.0,95.0
"['two_or_more_stories', 'floor_plan', 'rental_property', 'elevator']",260000.0,1.0,0.0,3.0,1.0,condos,2903,-71.410471,41.823937,Providence,RI,416.0,197.0
"['forced_air', 'basement', 'two_or_more_stories', 'rental_property', 'investment_opportunity']",739900.0,3.0,0.0,3.0,8.0,multi_family,2904,-71.406013,41.844799,Providence,RI,5227.0,120.0
"['basement', 'two_or_more_stories']",305000.0,1.0,0.0,2.0,4.0,single_family,2907,-71.430205,41.801454,Providence,RI,4639.0,186.0
"['basement', 'two_or_more_stories', 'updated_kitchen', 'medicalcare']",315000.0,1.0,0.0,2.0,3.0,single_family,2908,-71.43862,41.834039,Providence,RI,3049.0,95.0
"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'rental_property']",320000.0,2.0,2.0,2.0,6.0,single_family,2907,-71.422089,41.802509,Providence,RI,4857.0,105.0
"['community_security_features', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'modern_kitchen', 'open_kitchen', 'fenced_yard', 'furniture']",599000.0,2.0,2.0,2.0,4.0,single_family,2908,-71.440613,41.838319,Providence,RI,10001.0,75.0
"['community_security_features', 'forced_air', 'basement', 'two_or_more_stories', 'master_bedroom', 'rental_property', 'shopping']",340000.0,2.0,0.0,2.0,3.0,single_family,2908,-71.433733,41.84919,Providence,RI,3049.0,95.0
"['forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'updated_kitchen', 'fenced_yard', 'investment_opportunity']",450000.0,4.0,0.0,2.0,4.0,multi_family,2908,-71.439806,41.831923,Providence,RI,3485.0,37.0
"['fireplace', 'basement', 'garage_1_or_more', 'shopping']",431000.0,2.0,1.0,0.0,3.0,single_family,2906,-71.399708,41.850107,Providence,RI,5000.0,105.0
"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more']",280000.0,2.0,5.0,2.0,3.0,single_family,2905,-71.397327,41.788707,Providence,RI,3202.0,95.0
"['forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more']",300000.0,1.0,1.0,2.0,3.0,single_family,2908,-71.452475,41.832266,Providence,RI,2853.0,95.0
"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'efficient']",590000.0,3.0,2.0,3.0,6.0,multi_family,2905,-71.415703,41.800411,Providence,RI,3202.0,105.0
"['forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'marina', 'medicalcare', 'shopping']",345000.0,2.0,1.0,2.0,4.0,single_family,2905,-71.395297,41.79085,Providence,RI,3202.0,95.0
"['central_heat', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'private_backyard', 'park', 'lake']",425000.0,2.0,1.0,2.0,4.0,multi_family,2909,-71.459592,41.815522,Providence,RI,5001.0,95.0
"['forced_air', 'basement']",371000.0,2.0,0.0,0.0,4.0,multi_family,2907,-71.422222,41.809935,Providence,RI,3289.0,135.0
"['central_heat', 'basement', 'single_story', 'high_ceiling', 'cathedral_ceiling', 'exposed_brick', 'rental_property', 'shopping']",220000.0,1.0,0.0,1.0,2.0,condos,2907,-71.422062,41.79652,Providence,RI,6970.0,131.0
"['central_air', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'single_story', 'garage_1_or_more', 'fixer_upper']",99100.0,1.0,1.0,1.0,2.0,single_family,29223,-80.937483,34.043312,Columbia,SC,8712.0,71.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'open_floor_plan', 'floor_plan']",252000.0,3.0,1.0,2.0,3.0,single_family,29223,-80.936581,34.044674,Columbia,SC,16117.0,4.0
['big_lot'],370512.0,0.0,0.0,0.0,4.0,land,29201,-81.04515777777777,34.00198911111111,Garnett,SC,1045440.0,53.0
"['central_air', 'dishwasher', 'forced_air', 'laundry_room', 'single_story']",150000.0,1.0,0.0,1.0,3.0,single_family,29201,-81.052145,34.025423,Columbia,SC,10890.0,95.0
"['carport', 'central_air', 'city_view', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'rental_property']",144000.0,1.0,0.0,0.0,2.0,single_family,29203,-81.056734,34.062559,Columbia,SC,20038.0,85.0
"['central_air', 'central_heat', 'dishwasher', 'fireplace', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories']",260000.0,3.0,0.0,2.0,3.0,single_family,29201,-81.039568,33.983242,Columbia,SC,43560.0,18.0
"['community_outdoor_space', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'single_story', 'rental_property', 'big_lot', 'investment_opportunity']",85000.0,2.0,0.0,1.0,2.0,mobile,29223,-80.911951,34.136235,Columbia,SC,76666.0,32.0
"['central_air', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'fireplace', 'swimming_pool', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'rv_parking', 'big_lot']",295000.0,3.0,2.0,0.0,4.0,single_family,29210,-81.143376,34.052666,Columbia,SC,16988.0,51.0
"['community_outdoor_space', 'dishwasher', 'laundry_room', 'recreation_facilities', 'single_story', 'guest_house', 'outbuilding', 'big_lot', 'new_roof']",220000.0,1.0,0.0,1.0,3.0,single_family,29203,-80.992505,34.120129,Columbia,SC,213444.0,33.0
"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",331000.0,1.0,2.0,2.0,4.0,single_family,29210,-81.146829,34.051637,Columbia,SC,16117.0,33.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'hardwood_floors', 'single_story']",86500.0,1.0,0.0,1.0,3.0,single_family,29203,-80.990024,34.068727,Columbia,SC,9583.0,56.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'laundry_room', 'garage_1_or_more', 'open_floor_plan', 'floor_plan', 'efficient']",227500.0,2.0,1.0,0.0,2.0,single_family,29045,-80.828435,34.110015,Elgin,SC,5227.0,4.0
"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'fenced_yard', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'fruit_trees', 'shopping']",227000.0,2.0,2.0,2.0,4.0,single_family,29229,-80.893457,34.143723,Columbia,SC,9583.0,31.0
"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'laundry_room', 'view', 'garage_1_or_more', 'garage_2_or_more']",270000.0,2.0,2.0,0.0,4.0,single_family,29172,-81.101836,33.893805,Columbia,SC,29185.0,24.0
"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'laundry_room', 'view', 'big_yard', 'master_bathroom', 'master_suite', 'farm']",305000.0,3.0,0.0,0.0,3.0,single_family,29045,-80.83151,34.136376,Elgin,SC,8276.0,4.0
"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'laundry_room', 'recreation_facilities', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more']",380000.0,3.0,2.0,2.0,4.0,single_family,29204,-80.9967,34.017553,Columbia,SC,10498.0,71.0
"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'single_story', 'fenced_yard']",180000.0,2.0,0.0,1.0,3.0,single_family,29223,-80.930801,34.058425,Columbia,SC,7405.0,25.0
"['central_heat', 'dishwasher', 'laundry_room', 'single_story', 'garage_1_or_more']",345000.0,2.0,0.0,1.0,3.0,single_family,29212,-81.150596,34.129633,Columbia,SC,9583.0,19.0
"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'medicalcare', 'shopping']",305000.0,2.0,0.0,0.0,3.0,single_family,29209,-80.962473,33.964782,Columbia,SC,2023.0,66.0
"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'two_or_more_stories', 'open_floor_plan', 'floor_plan', 'front_porch', 'tennis_court', 'water_view', 'playground', 'tennis', 'views', 'lake']",335000.0,3.0,2.0,0.0,6.0,single_family,29229,-80.875207,34.154395,Columbia,SC,19166.0,19.0
"['central_air', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'fireplace', 'hardwood_floors', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'cathedral_ceiling', 'floor_plan', 'big_lot', 'new_roof', 'lake']",450000.0,4.0,2.0,0.0,4.0,single_family,29212,-81.222269,34.083103,Columbia,SC,31363.0,26.0
"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'view', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'big_yard', 'vaulted_ceiling', 'farm', 'ranch']",263626.0,2.0,2.0,0.0,3.0,single_family,29045,-80.834563,34.141238,Elgin,SC,7405.0,5.0
"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'laundry_room', 'view', 'two_or_more_stories']",185000.0,3.0,0.0,2.0,4.0,single_family,29229,-80.923572,34.147233,Columbia,SC,10890.0,34.0
"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'family_room', 'view', 'washer_dryer', 'modern_kitchen', 'open_kitchen', 'big_yard', 'fenced_yard', 'big_bathroom', 'jack_and_jill_bathroom', 'front_porch']",240000.0,3.0,0.0,0.0,3.0,single_family,29205,-80.988485,33.978532,Columbia,SC,10019.0,32.0
"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'single_story', 'private_bathroom', 'master_bedroom', 'front_porch']",255000.0,2.0,0.0,0.0,3.0,single_family,29205,-81.004175,33.980161,Columbia,SC,1050.0,65.0
"['carport', 'central_air', 'city_view', 'dishwasher', 'hardwood_floors', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'high_ceiling', 'hoa', 'shopping']",165000.0,1.0,0.0,0.0,1.0,condo_townhome_rowhome_coop,29205,-81.003883,33.999073,Columbia,SC,556.0,95.0
"['carport', 'central_air', 'city_view', 'dining_room', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'view']",265000.0,2.0,0.0,0.0,3.0,single_family,29209,-80.945405,33.974838,Columbia,SC,23522.0,64.0
